INSTNM,CONTROL,DEBT_MDN,C150_4_POOLED_SUPP,RPY_3YR_RT_SUPP,UGDS
Tidewater Tech-Trades,3,9500,NA,0.1833648393,514
Norfolk State University,1,17277,0.3627,0.2694580015,5495
Northern Virginia Community College,1,7000,NA,0.4403313222,31737
Old Dominion University,1,16300,0.4624,0.5244003309,17521
Patrick & Henry Community College,1,PS,NA,NA,1411
Paul D Camp Community College,1,5500,NA,NA,605
Southside College of Health Sciences,2,12088,NA,0.641025641,91
Piedmont Virginia Community College,1,5500,NA,0.4061433447,3032
Radford University,1,17500,0.5173,0.6760445682,5609
Sylvain Melloul International Hair Academy,3,8855,NA,0.2333333333,153
Randolph-Macon College,2,22500,0.7429,0.7290552585,1489
Randolph College,2,17455,0.5064,0.6483516484,520
Rappahannock Community College,1,PS,NA,NA,1318
Fortis College-Norfolk,3,9396,NA,0.2382310984,431
Richard Bland College,1,5750,NA,0.3890020367,799
Bon Secours Memorial College of Nursing,2,23933,NA,0.7050359712,527
University of Richmond,2,19000,0.8791,0.7628336756,3002
Riverside College of Health Careers,2,14250,PS,0.6015625,325
Roanoke College,2,22313,0.6848,0.7394209354,1801
Bon Secours St Mary's Hospital School of Medical Imaging,2,PS,NA,0.6333333333,31
Shenandoah University,2,19500,0.6648,0.6445544554,2127
Southeastern Free Will Baptist Bible College,2,5000,0.439,NA,74
Southern Virginia University,2,14250,0.4165,0.4630021142,967
Southside Virginia Community College,1,PS,NA,PS,1835
Southwest Virginia Community College,1,PS,NA,NA,1600
Staunton School of Cosmetology,3,9500,NA,0.4375,25
Strayer University-Virginia,3,14000,0.2341,0.2382231351,2010
Sweet Briar College,2,21000,0.5634,0.7176470588,463
Virginia Peninsula Community College,1,7130,NA,0.3009824352,3901
Tidewater Community College,1,5810,NA,0.3191995245,11797
Union Presbyterian Seminary,2,PS,NA,PS,NA
University of Virginia's College at Wise,1,10695,0.4707,0.5604395604,1214
Virginia Highlands Community College,1,PS,NA,NA,1335
Virginia Polytechnic Institute and State University,1,19000,0.8634,0.8050476047,30435
Virginia Western Community College,1,7200,NA,0.3604505632,3777
Virginia Commonwealth University,1,17021,0.6494,0.5665124676,20797
University of Virginia-Main Campus,1,15153,0.9526,0.8572477064,17315
Virginia Military Institute,1,19000,0.7925,0.8394793926,1560
Asher Institute of Hampton,3,7250,NA,NA,118
Virginia University of Lynchburg,2,9859,0.585,0.1059322034,170
Virginia State University,1,17500,0.3934,0.2720568151,4787
Virginia Union University,2,22500,0.4026,0.1982378855,1153
Virginia Wesleyan University,2,14000,0.467,0.5751879699,1243
Washington and Lee University,2,16617,0.9487,0.8793103448,1884
Wytheville Community College,1,6000,NA,0.5609756098,1229
Bellevue College,1,8282,0.3243,0.5121107266,6901
Bellingham Technical College,1,9500,0.3768,0.4595959596,1523
Big Bend Community College,1,6832,0.3851,0.3775216138,1281
Central Washington University,1,13000,0.5104,0.6241699867,8081
Centralia College,1,PS,0.4487,NA,1476
City University of Seattle,2,14091,PS,0.5297805643,1091
Paul Mitchell the School-Richland,3,8028,NA,0.5638297872,288
Clark College,1,6666,0.3745,0.336906585,4699
Clover Park Technical College,1,9063,0.4291,0.3358490566,2417
Columbia Basin College,1,7506,0.2802,0.5164948454,4226
Cornish College of the Arts,2,20610,0.5244,0.6731182796,480
Divers Institute of Technology,3,9355,NA,0.578553616,279
Eastern Washington University,1,14053,0.484,0.6343534057,6517
Edmonds College,1,7442,0.3157,0.419721871,3354
Everett Community College,1,6148,0.3826,0.4280798348,4378
The Evergreen State College,1,15000,0.4227,0.5498652291,2042
Pierce College District,1,8532,0.3475,0.3720369626,4487
Glen Dow Academy of Hair Design,3,7917,NA,0.4465648855,90
Gonzaga University,2,20500,0.8748,0.8463316002,5098
Grays Harbor College,1,7665,0.3533,0.314893617,1058
Green River College,1,7125,0.4098,0.4034416826,4573
Toni & Guy Hairdressing Academy-Shoreline,3,7989,NA,0.479338843,127
Heritage University,2,11925,0.4239,0.4213836478,782
Highline College,1,6113,0.3934,0.3512145749,3487
International Air and Hospitality Academy,3,6333,NA,0.5499040307,132
Bastyr University,2,12500,NA,0.6,58
Bates Technical College,1,5563,NA,0.4675159236,1613
Lake Washington Institute of Technology,1,10356,0.419,0.5117085863,2179
Lower Columbia College,1,6487,0.254,0.3441894893,1743
BJ's Beauty & Barber College,3,6333,NA,0.298245614,26
North Seattle College,1,7000,0.3049,PS,2792
Northwest University,2,15000,0.6554,0.6572580645,642
Olympic College,1,8000,0.326,0.3793985925,3263
Perry Technical Institute,2,13364,NA,0.6162018592,973
Pacific Lutheran University,2,17074,0.7141,0.7540181691,2350
Peninsula College,1,9000,0.4112,0.3552631579,1139
University of Puget Sound,2,19250,0.7229,0.8176733781,1631
Renton Technical College,1,6993,0.5783,0.5317577548,1539
Saint Martin's University,2,15625,0.5851,0.6633333333,1254
South Seattle College,1,5478,0.2994,NA,1495
Seattle Central College,1,8943,0.2835,0.3417721519,3879
Seattle Pacific University,2,16946,0.6383,0.7880247763,2073
Seattle University,2,16658,0.7383,0.775256618,4117
Shoreline Community College,1,7123,NA,0.4845434939,3109
Skagit Valley College,1,8798,0.3388,0.4441687345,2581
South Puget Sound Community College,1,6334,NA,0.4226305609,2692
Spokane Community College,1,8625,0.3622,0.3540252182,4114
Spokane Falls Community College,1,7645,0.2969,0.3692722372,2881
Stylemaster College of Hair Design,3,7460,NA,0.2243589744,64
Tacoma Community College,1,7718,0.3274,0.3537366548,4248
Walla Walla Community College,1,9500,0.4541,0.4352660842,2372
Walla Walla University,2,19306,0.6342,0.7188328912,1214
Washington State University,1,14853,0.6196,0.7207013227,21583
University of Washington-Seattle Campus,1,12375,0.8403,0.7903764139,31588
Wenatchee Valley College,1,7046,0.3854,0.393442623,1762
Western Washington University,1,13500,0.6545,0.7431506849,13574
Whatcom Community College,1,8000,0.3968,0.4430929626,2280
Whitman College,2,12000,0.8577,0.9298245614,1523
Whitworth University,2,18000,0.7233,0.7342465753,1927
Yakima Valley College,1,8834,0.3002,0.3969716919,2539
Appalachian Beauty School,3,PS,NA,PS,43
Appalachian Bible College,2,6767,0.6707,0.8292682927,168
B M Spurr School of Practical Nursing,2,PS,NA,NA,16
Ben Franklin Career Center,1,PS,NA,NA,99
Bethany College,2,23750,0.4413,0.5314814815,642
Bluefield State University,1,12038,0.3488,0.3204724409,1231
Cabell County Career Technology Center,1,PS,NA,NA,26
Charleston School of Beauty Culture,3,5500,NA,0.3035714286,54
University of Charleston,2,12666,0.442,0.5206508135,2083
Clarksburg Beauty Academy and School of Massage Therapy,3,6498,NA,0.2878787879,58
Concord University,1,11250,0.4123,0.4786628734,1394
Davis & Elkins College,2,17057,0.4233,0.5528089888,681
Fairmont State University,1,12500,0.4735,0.4459717449,2690
Glenville State University,1,11123,0.3421,0.3493699885,1177
Huntington Junior College,2,17321,NA,0.197044335,209
James Rumsey Technical Institute,1,PS,NA,NA,137
Ralph R Willis Career and Technical Center,1,PS,NA,NA,28
Marshall University,1,16750,0.4922,0.4232300885,7149
Mercer County Technical Education Center,1,PS,NA,NA,102
Monongalia County Technical Education Center,1,PS,NA,NA,48
Morgantown Beauty College Inc,3,6052,NA,0.3904761905,74
West Virginia University at Parkersburg,1,8250,0.3032,0.3395127119,1692
Potomac State College of West Virginia University,1,15500,0.2577,0.5825636192,952
Academy of Careers and Technology,1,PS,NA,NA,147
Salem University,3,7405,0.2784,0.2747688243,695
Shepherd University,1,14297,0.4869,0.503507014,2375
Southern West Virginia Community and Technical College,1,5750,NA,0.4024390244,1146
Fred W Eberle Technical Center,1,PS,NA,NA,119
West Virginia School of Osteopathic Medicine,1,PS,NA,PS,NA
West Virginia State University,1,15250,0.345,0.3635087719,1328
West Virginia University Hospital Departments of Rad Tech and Nutrition,2,12000,NA,PS,60
West Liberty University,1,16000,0.6091,0.5026256564,1578
West Virginia University Institute of Technology,1,15500,0.3502,0.5825636192,1009
West Virginia Wesleyan College,2,15750,0.5153,0.6412884334,909
West Virginia Junior College-Charleston,3,7195,NA,0.2943603851,317
West Virginia Junior College-Morgantown,3,8178,0.5904,0.3986928105,584
International Beauty School 4,3,6326,NA,0.1900452489,86
West Virginia Northern Community College,1,6000,NA,0.311550152,785
West Virginia University,1,15500,0.6165,0.5825636192,17705
Wheeling University,2,15375,0.5322,0.6443298969,567
Wood County Technical Center-Practical Nursing,1,PS,NA,NA,28
VICI Beauty School,3,6333,NA,0.4832962138,104
Alverno College,2,22000,0.5155,0.4611837048,724
Madison Area Technical College,1,8728,0.2437,0.4691775557,9273
Bellin College,2,15000,0.75,0.8609271523,338
Beloit College,2,22773,0.6936,0.7819706499,898
Blackhawk Technical College,1,5250,NA,0.4251815981,2457
Carroll University,2,22000,0.6835,0.7239101717,2525
Carthage College,2,19500,0.6262,0.6784953868,2628
Concordia University-Wisconsin,2,19500,0.6527,0.532168726,2310
Edgewood College,2,19000,0.65,0.7004784689,1104
Fox Valley Technical College,1,5834,NA,0.5097067328,6004
Gateway Technical College,1,8000,NA,0.313213345,4657
The Professional Hair Design Academy,3,6650,NA,0.5416666667,75
Lakeland University,2,19500,0.537,0.5707831325,1230
Lakeshore Technical College,1,5250,NA,0.5889361702,1838
Lawrence University,2,19500,0.7724,0.7928118393,1394
Maranatha Baptist University,2,12375,0.6,0.780952381,566
Marian University,2,17340,0.4556,0.611165524,1050
Marquette University,2,20500,0.8128,0.7973447872,7238
Medical College of Wisconsin,2,PS,NA,NA,NA
Mid-State Technical College,1,5112,NA,0.4997128087,2031
Milwaukee Area Technical College,1,9248,NA,0.3401006109,11362
Milwaukee Institute of Art & Design,2,15750,0.6016,0.5732984293,883
Milwaukee School of Engineering,2,24500,0.7128,0.8333333333,2607
Moraine Park Technical College,1,5500,NA,0.5343693963,2230
Mount Mary University,2,19000,0.595,0.5547445255,703
Nashotah House,2,PS,NA,NA,NA
Nicolet Area Technical College,1,3500,NA,0.4764621969,706
Northcentral Technical College,1,5250,NA,0.4786913474,3479
Northeast Wisconsin Technical College,1,8887,NA,0.4918447048,5853
Northland College,2,15500,0.4863,0.6728971963,457
Ripon College,2,19500,0.5811,0.7483443709,720
Sacred Heart Seminary and School of Theology,2,NA,NA,NA,NA
Saint Norbert College,2,21500,0.725,0.8098591549,1749
State College of Beauty Culture,3,5500,NA,0.578313253,44
Southwest Wisconsin Technical College,1,5500,NA,0.5991516437,1277
Viterbo University,2,19500,0.6288,0.6976942784,1392
Chippewa Valley Technical College,1,8000,NA,0.5062804409,4127
Waukesha County Technical College,1,9500,NA,0.4113424264,4497
Western Technical College,1,6917,NA,0.504120387,3434
University of Wisconsin-Whitewater,1,16241,0.6292,0.7033952594,9180
Northwood Technical College,1,5500,NA,0.5923627685,2026
Wisconsin School of Professional Psychology,2,PS,NA,NA,NA
University of Wisconsin-Eau Claire,1,13000,0.6643,0.7635135135,8995
University of Wisconsin-Green Bay,1,11250,0.5272,0.6771576898,6230
University of Wisconsin-La Crosse,1,18000,0.705,0.7965641953,9194
Wisconsin Lutheran College,2,19500,0.6486,0.7276785714,1009
University of Wisconsin-Oshkosh,1,12500,0.5773,0.7078300708,7613
University of Wisconsin-Parkside,1,14000,0.3994,0.5388286334,2951
Herzing University-Madison,2,11756,0.2443,0.3041105434,2105
University of Wisconsin-Stout,1,16000,0.5222,0.7545918367,5900
University of Wisconsin-Superior,1,14055,0.4205,0.5800893427,1899
University of Wisconsin-Madison,1,18058,0.8928,0.8389795638,35665
University of Wisconsin-Milwaukee,1,15250,0.4956,0.6149974836,16762
University of Wisconsin-Platteville,1,15000,0.613,0.7767857143,5928
University of Wisconsin-River Falls,1,14865,0.6002,0.7629902782,4152
University of Wisconsin-Stevens Point,1,14674,0.5599,0.7446703024,7104
Casper College,1,6500,NA,0.5239651416,2239
Central Wyoming College,1,5500,0.3885,0.4884210526,981
Eastern Wyoming College,1,4500,NA,0.5415384615,489
Laramie County Community College,1,7015,0.2983,0.5653939886,2563
Northwest College,1,6500,0.437,0.5474339036,826
Northern Wyoming Community College District,1,5500,NA,0.5875968992,1607
Western Wyoming Community College,1,4500,0.3355,0.5269541779,1289
Cheeks Beauty Academy,3,6333,NA,0.359375,38
WyoTech,3,6800,NA,0.4455045872,1204
University of Wyoming,1,12000,0.6034,0.7481873954,8047
American Samoa Community College,1,PS,0.3978,NA,884
Guam Community College,1,PS,0.2167,NA,1263
University of Guam,1,12500,0.3988,0.5910878113,2573
Northern Marianas College,1,PS,0.3975,NA,1236
Institute of Beauty Careers,3,PS,NA,NA,132
American Educational College,3,PS,NA,NA,231
Antilles School of Technical Careers,3,PS,NA,NA,348
Universidad Adventista de las Antillas,2,11725,0.4445,0.4365853659,769
Atlantic University,2,4500,0.3535,0.5347985348,1517
Universidad Central de Bayamon,2,7250,0.3504,0.4342105263,594
Columbia Central University-Caguas,3,5001,0.5693,NA,2494
Albizu University-San Juan,2,5000,0.6954,0.4501160093,758
Caribbean University-Bayamon,2,7000,0.2824,0.3196428571,623
Caribbean University-Carolina,2,7000,0.4131,0.3196428571,113
Pontifical Catholic University of Puerto Rico-Arecibo,2,11337,0.4067,0.317867036,273
Pontifical Catholic University of Puerto Rico-Ponce,2,11337,0.4569,0.317867036,3827
CEM College-San Juan,3,3700,0.3204,0.5433789954,178
Universidad Teologica del Caribe,2,5750,0.3188,PS,192
Colegio Universitario de San Juan,1,PS,0.2889,NA,542
Universidad Ana G. Mendez-Cupey Campus,2,10006,0.3263,0.4334502924,4579
Puerto Rico Conservatory of Music,1,8750,0.6591,0.5189873418,295
Center for Advanced Studies On Puerto Rico and the Caribbean,2,PS,NA,NA,NA
EDP University of Puerto Rico Inc-San Sebastian,2,10500,0.372,0.4144295302,968
Emma's Beauty Academy-Mayaguez,3,PS,NA,NA,237
Escuela de Artes Plasticas y Diseno de Puerto Rico,1,PS,0.4101,NA,497
Instituto Tecnologico de Puerto Rico-Recinto de Manati,1,PS,NA,NA,297
Huertas College,3,6625,0.5357,0.4772727273,460
Humacao Community College,2,PS,0.4571,NA,207
ICPR Junior College-Arecibo,3,PS,NA,PS,348
ICPR Junior College-Mayaguez,3,PS,NA,PS,429
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,1,PS,NA,NA,262
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,1,PS,NA,NA,190
Inter American University of Puerto Rico-San German,2,7000,0.4271,PS,2641
Inter American University of Puerto Rico-Aguadilla,2,5500,0.3816,PS,3002
Inter American University of Puerto Rico-Arecibo,2,6750,0.3432,PS,2275
Inter American University of Puerto Rico-Barranquitas,2,3500,0.4078,PS,919
Inter American University of Puerto Rico-Metro,2,8666,0.3333,PS,2692
Inter American University of Puerto Rico-Ponce,2,4850,0.4332,PS,2602
Inter American University of Puerto Rico-Fajardo,2,5500,0.3463,NA,1149
Inter American University of Puerto Rico-Guayama,2,6775,0.3989,PS,1661
Inter American University of Puerto Rico-Bayamon,2,5500,0.3281,PS,3453
Inter American University of Puerto Rico-School of Law,2,PS,NA,NA,NA
Liceo de Arte y Tecnologia,3,3599,NA,0.4880174292,495
Modern Hairstyling Institute-Bayamon,3,PS,NA,NA,197
Modern Hairstyling Institute-Arecibo,3,PS,NA,NA,64
NUC University,3,9500,0.5944,0.29225,25881
Ponce Health Sciences University,3,15500,NA,PS,NA
University of Puerto Rico-Aguadilla,1,5500,0.4568,0.5598591549,1847
University of Puerto Rico-Arecibo,1,4500,0.4964,0.5862068966,2788
University of Puerto Rico-Bayamon,1,5500,0.3582,0.6639344262,2967
University of Puerto Rico-Carolina,1,4500,0.3904,0.5793357934,2367
University of Puerto Rico at Cayey,1,5000,0.4785,0.7045454545,2201
University of Puerto Rico-Humacao,1,5500,0.503,0.6226415094,2555
University of Puerto Rico-Utuado,1,3500,0.1845,0.3513513514,310
University of Puerto Rico-Mayaguez,1,8000,0.4454,0.673245614,9564
University of Puerto Rico-Medical Sciences,1,5500,NA,0.7575757576,224
University of Puerto Rico at Ponce,1,5500,0.4679,0.5133079848,2276
University of Puerto Rico-Rio Piedras,1,5500,0.4949,0.6005586592,8748
Universidad Ana G. Mendez-Carolina Campus,2,10000,0.3561,0.3817833582,4383
Universidad del Sagrado Corazon,2,11250,0.4171,0.4516944866,4042
Seminario Evangelico de Puerto Rico,2,PS,NA,NA,NA
Universidad Central Del Caribe,2,7050,0.4474,0.5714285714,90
Universidad Politecnica de Puerto Rico,2,12830,0.2192,0.53375695,3791
Pontifical Catholic University of Puerto Rico-Mayaguez,2,11337,0.3734,0.317867036,597
Universidad Ana G. Mendez-Gurabo Campus,2,9000,0.3138,0.4478568272,7666
College of Micronesia-FSM,1,PS,0.2752,NA,1740
Palau Community College,1,PS,NA,NA,386
University of the Virgin Islands,1,9500,0.279,0.3975903614,1431
Stanford University,2,9851,0.9398,0.8992,7841
Purdue University-Main Campus,1,15000,0.8307,0.7809330629,39637
Blue Hills Regional Technical School,1,9301,NA,0.6774193548,38
Parker University,2,9500,0.7679,0.4362017804,494
EDP University of Puerto Rico Inc-San Juan,2,10500,0.2611,0.4144295302,1258
ICPR Junior College,3,PS,NA,PS,480
City College-Hollywood,3,15285,0.4304,0.2153157633,275
Meridian College,3,13000,NA,0.2782258065,144
Georgia State University-Perimeter College,1,11750,NA,0.4443787482,12871
Georgia Piedmont Technical College,1,9500,NA,0.2173038229,2069
ETI School of Skilled Trades,3,9428,NA,0.3949329359,363
Traxlers School of Hair,3,PS,NA,NA,110
Warren County Community College,1,6499,NA,0.5029585799,867
St. John's College,2,13500,0.6569,0.7094972067,369
